AGE,workclass,education_level,EDUCATION-NUM,marital-status,OCCUPATION,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,event_time,random_flag,source_system
40, Self-emp-not-inc, Assoc-acdm,12.00%, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,<=80K,04/10/25 10:00,,batch
81, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales,, White, Male,0,2174.0k,35, United-States,>80K,23/11/25,N,app
47, Federal-gov, Some-college,, Married-civ-spouse, Craft-repair,, White, Male,3908,0,40,,<=80K,04/07/25 10:00,,web
29, Private, 10th,, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=80K,25/10/25,N,crm
, Private, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,30,,<=80K,05/08/25,Y,web
31, Private,,13, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0.0$,0,40, Japan,<=80K,,Y,crm
38$,, HS-grad,9,,, Not-in-family, White, Male,0,0,45, United-States,<=80K,11/05/24 10:00,Y,web
37$, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.00%, United-States,,02/11/24 10:00,N,crm
35, Private, Some-college,10.00%, Never-married, Adm-clerical, Other-relative, Black,,0,0.0k,40, United-States,<=80K,24/12/25,,app
23, Private, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States,<=80K,02-20-2025 10:00:21,,batch
22, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,, Germany,<=80K,02-17-2024 10:00:21,Y,app
53$, Private, HS-grad,9, Divorced, Machine-op-inspct,, White, Male,0,0,40, United-States,<=80K,25/07/25,Y,web
40, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband,, Male,0,0,40, United-States,>80K,08/12/24,,crm
68$, Self-emp-inc, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,9386.0$,0.0k,70, Germany,>80K,07/06/24 10:00,,web
19,, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0.0$,0,35.00%, United-States,<=80K,20/08/23,N,batch
28, Private, 7th-8th,4.00%, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,<=80K,19/08/24,,batch
57, Self-emp-not-inc, HS-grad,9.00%, Married-civ-spouse, Adm-clerical,, White, Female,0,0,16, United-States,<=80K,05/02/25 10:00,N,app
51, Local-gov, Masters,14, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0.0k,40.00%,,>80K,09/10/23,Y,crm
68, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0.0k,40, United-States,>80K,12/03/26,N,app
39, Private, HS-grad,, Married-civ-spouse, Other-service, Husband, White, Male,5013,0,40, United-States,<=80K,09-23-2025 10:00:21,N,app
, Local-gov, HS-grad,9, Married-civ-spouse,, Husband, White, Male,0.0$,1848,40, United-States,>80K,28/11/25,N,web
45, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0$,0,35.00%, United-States,>80K,09-23-2025 10:00:21,Y,crm
80, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=80K,18/05/25,N,web
55$, Local-gov,,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,>80K,05/06/24 10:00,,crm
23, Private, Some-college,10.00%, Never-married, Sales, Own-child,, Female,,0.0k,40, United-States,<=80K,,Y,web
45$, State-gov, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0.0k,40, United-States,<=80K,03/12/23,N,batch
39, Private, Bachelors,13, Divorced, Sales, Unmarried, White, Female,0,0,, United-States,>80K,15/12/25,Y,batch
45, Self-emp-not-inc, HS-grad,9.00%, Married-civ-spouse, Other-service, Husband, White, Male,3411,0,40, United-States,<=80K,19/09/23,,crm
34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=80K,08/06/25,N,batch
42, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,>80K,25/11/25,N,app
21, Private, Some-college,10, Never-married, Sales, Other-relative, Other, Female,0.0$,0,30, United-States,<=80K,09/06/25 10:00,N,batch
, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,<=80K,11/07/25,N,batch
24, Local-gov, Bachelors,13,,, Own-child, White, Male,0,0.0k,20.00%, United-States,<=80K,,,crm
39, Private, HS-grad,9.00%, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,,,<=80K,02/06/24,,batch
17, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,594.0$,0,20, United-States,<=80K,08/11/25 10:00,,batch
, Federal-gov,,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,,0,40.00%, United-States,<=80K,11/12/24,N,app
, Federal-gov, Bachelors,13.00%, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0$,0,50, United-States,>80K,12/01/25 10:00,,crm
30, Private,,10, Never-married, Tech-support, Other-relative,, Male,0.0$,0.0k,40.00%,,<=80K,17/05/24,,batch
,, Some-college,, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States,>80K,15/06/25,Y,batch
, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,,0,50, United-States,<=80K,07/01/25,N,batch
47, Private, 12th,, Divorced, Adm-clerical, Unmarried, White, Female,0,0.0k,40, United-States,<=80K,16/05/24,N,batch
56, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal,<=80K,08/09/24 10:00,Y,batch
59, Private, 11th,7,, Adm-clerical, Husband, White, Male,7298,,40, United-States,>80K,05/01/25,N,batch
, Self-emp-not-inc,,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0$,0,35, United-States,<=80K,19/06/24,,batch
22,, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,<=80K,22/03/24,N,web
17, Local-gov, 10th,6, Never-married, Prof-specialty, Own-child, White, Female,0,0.0k,10, United-States,<=80K,30/07/25,N,batch
66,, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States,<=80K,26/10/23,Y,crm
39$, Private, Some-college,10.00%, Divorced, Sales, Unmarried, White,,0,0,40.00%, United-States,<=80K,03-30-2024 10:00:21,,app
18, Private, Some-college,10.00%, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,,29/12/24,N,web
55, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband,, Male,0,0,40.00%, United-States,<=80K,06/06/25,,crm
26, Federal-gov, Bachelors,13.00%, Never-married, Prof-specialty, Not-in-family, White, Male,0,0.0k,, United-States,<=80K,11/10/24 10:00,N,web
64, Private, HS-grad,9, Widowed, Sales,, White, Female,0,0,17.00%, United-States,<=80K,03/09/26 10:00,,batch
48$, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States,>80K,04-28-2025 10:00:21,N,crm
51, Federal-gov, HS-grad,, Married-civ-spouse, Other-service,, White, Male,0,0,40.00%, United-States,>80K,11-19-2024 10:00:21,,batch
61, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, United-States,,16/04/24,Y,web
22,, Some-college,10, Never-married,, Own-child, White, Male,0,0,15, United-States,<=80K,29/04/25,,app
44, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Male,0,0,20, United-States,<=80K,04-23-2024 10:00:21,Y,app
47, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,,40, United-States,,13/07/25,Y,app
29, Private, Assoc-acdm,12.00%, Never-married, Sales, Not-in-family,, Male,0.0$,0,40,,<=80K,14/01/24,,app
39, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White,,0,0,40, United-States,<=80K,22/01/25,Y,web
37, State-gov, HS-grad,9, Never-married, Adm-clerical, Other-relative, White,,0,0,40, United-States,<=80K,27/03/25,N,crm
21,, Some-college,10, Never-married, Other-service, Own-child, White, Female,0.0$,0.0k,20, United-States,<=80K,,,app
34$, Private, HS-grad,, Separated, Adm-clerical, Unmarried, White, Female,0,0,32.00%, United-States,<=80K,09-14-2023 10:00:21,,app
56, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,<=80K,11/01/25 10:00,,web
31, State-gov, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,, United-States,<=80K,10/04/24,Y,web
31, Private, HS-grad,9, Divorced,, Not-in-family, White, Male,2202,0,40, United-States,<=80K,11/10/24,N,crm
28, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,<=80K,01/09/24,,crm
47, Federal-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States,>80K,05/01/26,Y,web
56, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States,<=80K,26/02/25,N,app
30$, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,<=80K,,,crm
42, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,,0,46, United-States,<=80K,31/12/25,Y,app
33, Private, HS-grad,9.00%, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,<=80K,,Y,web
, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband,, Male,0,0,, United-States,<=80K,10-22-2025 10:00:21,N,crm
40, Private, HS-grad,9, Married-civ-spouse, Exec-managerial,, White, Male,0,0.0k,, United-States,>80K,06/08/25,N,app
41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband,, Male,0,0,60, United-States,>80K,09-20-2025 10:00:21,N,crm
42, Private, HS-grad,9,, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,>80K,22/02/24,Y,web
49, Private, Some-college,10,, Craft-repair, Husband, White, Male,15024,0,60, Mexico,>80K,14/10/25,Y,crm
24, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,<=80K,31/08/23,N,crm
, Private, Bachelors,13.00%, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,>80K,10-17-2025 10:00:21,N,crm
25, Private,,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.00%, United-States,>80K,09/09/23,N,web
47$, Private, 1st-4th,2,, Handlers-cleaners, Husband, White,,0,0.0k,40, United-States,<=80K,30/01/25,N,app
37, Self-emp-not-inc, Assoc-acdm,12, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,50.00%, United-States,<=80K,08-22-2024 10:00:21,Y,crm
25, Private, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,30.00%, El-Salvador,<=80K,14/02/25,,batch
31, Private, Some-college,10, Divorced,, Not-in-family, White, Female,0,0,30, United-States,<=80K,03/10/24,,crm
46, Self-emp-not-inc,,13, Married-civ-spouse, Sales, Husband, White,,0,0,50, United-States,>80K,25/09/23,N,crm
20, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,,,Y,app
31, Private, Bachelors,, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States,>80K,13/05/24,,app
63, Private, 12th,8, Divorced, Priv-house-serv,, Black,,0,0,30, United-States,<=80K,01/10/23,,crm
54, Private, HS-grad,9.00%, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,<=80K,01/11/23,N,crm
17, Private, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States,<=80K,20/08/24,Y,batch
40, Private, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,<=80K,04/10/24 10:00,Y,crm
27, Private, Bachelors,13,, Prof-specialty, Other-relative, White, Female,,0,40, United-States,<=80K,19/09/24,N,batch
41, State-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,, United-States,>80K,04/11/24,N,crm
32, Self-emp-not-inc, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0.0$,0,50, United-States,>80K,,N,crm
35$, Private, Some-college,,, Handlers-cleaners, Husband, White,,0,0,40, United-States,<=80K,20/01/25,Y,crm
42$,, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White,,0,0.0k,40.00%, United-States,<=80K,08/07/25,,crm
65, Private, 5th-6th,3, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,20.00%, Mexico,<=80K,09/02/24,Y,web
47$, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States,<=80K,04/09/25,Y,batch
41, Private, Masters,14.00%, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,,1887,45, China,>80K,28/03/24,,app
28, Private, HS-grad,9.00%, Never-married, Handlers-cleaners,, White, Male,0,0,50, United-States,<=80K,19/04/25,N,batch
22, Private, Some-college,10,, Craft-repair, Own-child, Black, Male,0,0,40, United-States,<=80K,04/08/23,,web
23, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,<=80K,05-23-2024 10:00:21,,app
28, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,<=80K,18/01/24,N,web
59, Private, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,<=80K,06-27-2025 10:00:21,,app
59$, Local-gov, 10th,6, Married-civ-spouse, Other-service,, White, Female,0,0,30.00%, United-States,>80K,08/10/25 10:00,,batch
46, Private, HS-grad,, Divorced, Craft-repair, Other-relative, White, Male,0,,48, United-States,>80K,08/08/24 10:00,Y,batch
23, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50,,<=80K,12/04/23 10:00,Y,crm
47$, Local-gov, Masters,14, Never-married, Tech-support, Not-in-family, White, Male,0,,40, United-States,<=80K,07/04/25 10:00,Y,batch
24$,, Assoc-voc,11, Never-married, Tech-support, Own-child, White,,0,0,38.00%, United-States,,23/10/25,Y,crm
37, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=80K,11-27-2024 10:00:21,,batch
49, Self-emp-inc, HS-grad,9,, Prof-specialty,, White, Male,0,0.0k,60, United-States,<=80K,11-22-2023 10:00:21,,web
48$, Local-gov, Masters,14.00%, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,10, United-States,>80K,28/07/25,N,app
57, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States,>80K,06/09/25,N,crm
, Self-emp-not-inc, HS-grad,, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,<=80K,09/09/23,N,batch
40$, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=80K,25/09/23,Y,crm
, Private, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0,0.0k,40.00%, United-States,<=80K,05/10/25,N,app
64, Private, HS-grad,9, Widowed, Transport-moving, Not-in-family,, Male,,0,, United-States,<=80K,22/06/25,,batch
44, Private, Some-college,10.00%, Divorced, Transport-moving, Unmarried, White, Male,0,0,35, England,<=80K,26/09/24,Y,batch
, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.00%, United-States,>80K,03/06/24 10:00,N,app
24, Private, 12th,8.00%, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,<=80K,02/09/25 10:00,N,web
42, State-gov, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, Black, Female,0,1974,40, United-States,<=80K,09-26-2023 10:00:21,Y,crm
27, Private, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States,<=80K,03-28-2025 10:00:21,Y,crm
54, Private, HS-grad,9, Married-civ-spouse, Transport-moving,, Black, Male,0,0,40.00%, United-States,,07-19-2024 10:00:21,N,web
50, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,<=80K,11/10/25 10:00,N,web
27, Private, HS-grad,9, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40.00%, United-States,<=80K,01-22-2026 10:00:21,N,web
35, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,, United-States,<=80K,07/01/25,,app
39$, Private,,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42.00%, United-States,>80K,02/04/26 10:00,N,crm
21, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0.0k,48, United-States,<=80K,27/09/24,,batch
, Private, Some-college,10, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States,<=80K,12/12/23,Y,batch
39$, Local-gov, HS-grad,9, Married-civ-spouse, Other-service,, White, Female,2885,0,30, United-States,<=80K,26/04/26,Y,crm
39, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=80K,07/03/26,,batch
27, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,42, United-States,<=80K,10/04/26,,batch
28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0.0k,40.00%, United-States,<=80K,01-16-2025 10:00:21,N,app
39, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=80K,31/10/25,,crm
62, Private, 10th,6.00%, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,, United-States,<=80K,21/12/25,Y,batch
59, Self-emp-inc, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>80K,03/01/26,N,crm
29$, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=80K,10/02/25,Y,web
31, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0$,0.0k,40, United-States,>80K,12/04/26,,web
38, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0$,0,50, United-States,<=80K,01/06/25 10:00,Y,web
38, Federal-gov, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,1471,0,40, United-States,<=80K,02/02/25,N,crm
71$, Self-emp-not-inc, 11th,7,, Exec-managerial, Husband, White, Male,0,0.0k,75, United-States,>80K,25/01/25,N,app
39, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,<=80K,10/05/25,N,web
, Private, HS-grad,9.00%, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,84, United-States,>80K,01-30-2026 10:00:21,,web
41, Private, Masters,14, Divorced, Other-service, Unmarried, Black, Female,0,0.0k,30, United-States,<=80K,30/10/23,N,batch
43, State-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,<=80K,27/06/25,,crm
23, Private, HS-grad,9, Separated, Adm-clerical, Other-relative, White, Male,0,0,46, United-States,<=80K,30/04/24,Y,web
35, Private,,10.00%, Married-civ-spouse, Tech-support, Husband, White, Male,0,0.0k,40, United-States,>80K,09/08/24,Y,batch
44, Private, Bachelors,13, Married-spouse-absent, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Laos,<=80K,11/04/26,,crm
48$, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688.0$,0.0k,40, United-States,>80K,01/06/24,Y,crm
43, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White,,0,0,50, United-States,>80K,07/10/24 10:00,,app
39, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband,, Male,0.0$,0,40, United-States,<=80K,08/10/23,Y,web
44$, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,,40.00%, United-States,,03-31-2026 10:00:21,Y,web
81, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,4.00%, United-States,>80K,28/11/23,,crm
44, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0$,0.0k,40, United-States,,01/06/25,N,app
37$, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0$,0,40, United-States,<=80K,03/10/24 10:00,Y,crm
54, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States,>80K,,Y,batch
24$, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,<=80K,03-17-2024 10:00:21,,batch
27, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,,0,30,,<=80K,07/09/23,N,web
31, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0.0k,38, United-States,<=80K,03/04/24,Y,batch
20, Private, Some-college,,, Protective-serv, Own-child, White, Male,0,0.0k,33, United-States,<=80K,17/01/25,,web
30$, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0.0k,50, United-States,<=80K,27/09/23,,app
56, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,4064,0,40.00%, United-States,<=80K,,N,crm
46, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0$,0,56, United-States,<=80K,05/02/26,,app
34, Private, Some-college,10.00%, Never-married, Exec-managerial, Not-in-family, White, Female,2174,0.0k,50, United-States,<=80K,25/04/24,,web
25, Private, Some-college,10.00%,, Sales, Own-child, White, Male,0,,30, United-States,<=80K,06-19-2025 10:00:21,,batch
34, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>80K,28/04/26,,crm
43$, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family,, Female,0,0.0k,46, United-States,,30/04/24,,app
46, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,,45, United-States,>80K,13/02/24,,app
32, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,>80K,04/02/26,Y,app
31, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,34, United-States,<=80K,23/10/23,Y,web
, Self-emp-inc, 10th,, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,,50, United-States,<=80K,07/04/26,Y,crm
37, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,<=80K,20/06/24,,crm
73, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,,30, United-States,<=80K,19/08/24,N,crm
30$, Private, HS-grad,9.00%, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0.0k,45, United-States,,,,batch
31, Private, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,2354,0,40, United-States,<=80K,25/10/23,,web
44$, Self-emp-not-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States,<=80K,05/01/25,N,app
23, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0.0$,0.0k,40, United-States,<=80K,,N,app
35, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,>80K,07/03/25,Y,batch
, Federal-gov, 10th,6, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40,,<=80K,26/02/26,N,web
, Private, Bachelors,13.00%, Divorced, Exec-managerial, Not-in-family, White, Female,0.0$,1741,40, United-States,,04/06/26 10:00,N,web
62, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White,,0,,40.00%, United-States,>80K,02-13-2026 10:00:21,N,crm
44$, Private, HS-grad,, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,2377,35, Hong,<=80K,07/08/25,Y,app
21, Private, Some-college,10, Never-married,, Own-child, White, Male,0,0,40.00%, United-States,<=80K,18/01/25,N,app
22, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,>80K,,N,batch
35, State-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45,,<=80K,03/08/24 10:00,N,crm
61, Local-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White,,0,0,40.00%, United-States,<=80K,09-20-2024 10:00:21,,web
33, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,,,<=80K,12/09/24,N,web
29, Private,,12, Married-civ-spouse, Tech-support,, Black, Female,0,0,40,,<=80K,09/10/25 10:00,Y,app
21$, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States,<=80K,28/07/25,N,batch
23, Private, Some-college,10,,, Not-in-family, White, Female,0.0$,0,40, United-States,<=80K,24/03/24,N,crm
21, Private, Assoc-acdm,, Never-married, Tech-support,, White, Female,,0,35, United-States,<=80K,03-22-2025 10:00:21,Y,web
30, Private, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,<=80K,30/12/23,Y,batch
76, Private, HS-grad,9.00%, Never-married, Adm-clerical, Other-relative, White, Female,0.0$,0,40, United-States,<=80K,11-17-2025 10:00:21,N,crm
51, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,,0,, United-States,>80K,19/05/25,,batch
30, Self-emp-not-inc, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,,23/03/26,,app
36,, 11th,7, Divorced, Other-service, Unmarried, Black,,0.0$,0,30, United-States,<=80K,,,app
20, Private, 11th,7, Never-married, Sales,, White, Female,0,0,40.00%, United-States,<=80K,19/04/24,,batch
73, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried,,,0,0.0k,40, United-States,>80K,19/02/26,Y,web
38, Private, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,24, United-States,,24/09/25,N,batch
36, Self-emp-not-inc, Some-college,, Married-civ-spouse, Prof-specialty,, White, Female,0,0,4, United-States,,06/11/23,,app
26, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0.0$,0,40,,<=80K,11-15-2024 10:00:21,,web
52$, Private, 10th,6, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,<=80K,22/05/25,N,crm
50, Private, 5th-6th,3, Divorced, Machine-op-inspct, Unmarried,, Female,0,0,40, Mexico,<=80K,12-20-2023 10:00:21,Y,crm
66, Private, 7th-8th,4,, Machine-op-inspct, Not-in-family, White,,0,,40, United-States,<=80K,09-27-2023 10:00:21,N,crm
32, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,>80K,21/06/24,Y,app
42, Federal-gov, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, White, Male,0,323,40, United-States,<=80K,12/10/25,N,batch
56, Self-emp-not-inc, 7th-8th,4, Never-married, Other-service, Unmarried, Black, Female,0.0$,0,58, United-States,<=80K,10/05/25,,batch
59, Local-gov, Some-college,10, Married-civ-spouse,, Wife, White, Female,0,0,24.00%, Canada,<=80K,04/04/26,,app
37, Private,,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States,>80K,01/05/24 10:00,Y,crm
49,, HS-grad,9.00%, Married-civ-spouse, Craft-repair, Wife, White, Female,7688,0.0k,40, United-States,>80K,21/12/25,N,app
60, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,>80K,22/01/24,,web
